Hospital Name,State,County,Year,Bladder,Brain,Breast,Colon,Esophagus,Liver,Lung,Pancreas,Prostate,Rectum,Stomach,Total Surgeries for All Cancer Types,National Cancer Institute Designation?
Palomar Health Downtown Campus,CA,San Diego,2014,17,11,119,33,0,0,7,0,130,7,4,328,No
Palomar Health Downtown Campus,CA,San Diego,2015,13,11,77,31,0,0,5,0,138,7,3,285,No
Palomar Health Downtown Campus,CA,San Diego,2016,16,19,115,61,1,0,11,0,175,10,4,412,No
Palomar Health Downtown Campus,CA,San Diego,2017,23,22,152,49,2,2,10,1,163,6,6,436,No
Paradise Valley Hospital,CA,San Diego,2013,0,0,0,8,0,0,0,0,0,0,0,8,No
Paradise Valley Hospital,CA,San Diego,2014,0,0,0,4,0,0,0,0,0,1,0,5,No
Paradise Valley Hospital,CA,San Diego,2015,0,0,0,3,0,0,2,0,0,0,0,5,No
Paradise Valley Hospital,CA,San Diego,2016,0,1,1,1,0,0,0,0,1,1,0,5,No
Paradise Valley Hospital,CA,San Diego,2017,0,1,2,3,0,0,0,0,1,1,0,8,No
Parkview Community Hospital Medical Center,CA,Riverside,2013,0,0,68,17,1,0,0,0,5,0,0,91,No
Parkview Community Hospital Medical Center,CA,Riverside,2014,1,0,65,13,0,0,0,0,9,4,0,92,No
Parkview Community Hospital Medical Center,CA,Riverside,2015,0,0,22,10,0,0,0,0,7,1,2,42,No
Parkview Community Hospital Medical Center,CA,Riverside,2016,2,0,32,15,0,1,0,0,17,3,1,71,No
Parkview Community Hospital Medical Center,CA,Riverside,2017,0,0,45,14,0,1,0,1,2,2,0,65,No
Patients’ Hospital of Redding,CA,Shasta,2013,0,0,83,0,0,0,0,0,0,0,0,83,No
Patients’ Hospital of Redding,CA,Shasta,2014,0,0,101,0,0,0,0,0,0,0,0,101,No
Patients’ Hospital of Redding,CA,Shasta,2015,0,0,79,0,0,0,0,0,0,0,0,79,No
Patients’ Hospital of Redding,CA,Shasta,2016,0,0,103,0,0,0,0,0,0,0,0,103,No
Patients’ Hospital of Redding,CA,Shasta,2017,0,0,79,0,0,0,0,0,0,0,0,79,No
Peninsula Medical Center,CA,San Mateo,2013,2,6,183,34,3,6,20,6,17,10,5,292,No
Peninsula Medical Center,CA,San Mateo,2014,2,7,263,41,1,13,16,7,6,16,2,374,No
Peninsula Medical Center,CA,San Mateo,2015,2,3,202,25,6,6,13,2,9,12,5,285,No
Peninsula Medical Center,CA,San Mateo,2016,6,1,245,49,6,2,19,10,18,9,4,369,No
Peninsula Medical Center,CA,San Mateo,2017,4,3,271,34,8,4,17,10,11,19,4,385,No
Petaluma Valley Hospital,CA,Sonoma,2013,0,0,16,9,0,0,0,0,0,2,1,28,No
Petaluma Valley Hospital,CA,Sonoma,2014,0,0,2,8,0,0,0,0,0,1,0,11,No
Petaluma Valley Hospital,CA,Sonoma,2015,0,0,2,4,0,0,0,0,0,1,0,7,No
Petaluma Valley Hospital,CA,Sonoma,2016,0,0,0,4,0,0,0,0,1,4,0,9,No
Petaluma Valley Hospital,CA,Sonoma,2017,0,0,4,2,0,0,0,0,0,5,1,12,No
Pioneers Memorial Healthcare District,CA,Imperial,2013,0,1,12,4,0,0,0,0,1,0,0,18,No
Pioneers Memorial Healthcare District,CA,Imperial,2014,0,2,13,8,0,0,0,0,1,0,0,24,No
Pioneers Memorial Healthcare District,CA,Imperial,2015,0,0,11,1,0,0,0,0,0,0,0,12,No
Pioneers Memorial Healthcare District,CA,Imperial,2016,0,2,18,3,0,0,0,0,0,0,0,23,No
Pioneers Memorial Healthcare District,CA,Imperial,2017,0,5,21,11,0,0,0,0,0,0,0,37,No
Placentia Linda Hospital,CA,Orange,2013,0,0,35,20,0,0,1,0,5,1,0,62,No
Placentia Linda Hospital,CA,Orange,2014,0,0,36,15,0,0,0,0,3,3,0,57,No
Placentia Linda Hospital,CA,Orange,2015,0,0,14,6,0,0,0,0,6,0,0,26,No
Placentia Linda Hospital,CA,Orange,2016,0,0,30,8,0,0,0,0,4,4,1,47,No
Placentia Linda Hospital,CA,Orange,2017,0,0,45,8,0,0,1,1,5,7,1,68,No
Plumas District Hospital,CA,Plumas,2013,0,0,0,1,0,0,0,0,0,1,0,2,No
Plumas District Hospital,CA,Plumas,2014,0,0,1,2,0,0,0,0,0,0,0,3,No
Plumas District Hospital,CA,Plumas,2016,0,0,7,1,0,0,0,0,0,1,0,9,No
Plumas District Hospital,CA,Plumas,2017,0,0,2,2,0,0,0,0,0,0,0,4,No
Pomerado Hospital,CA,San Diego,2013,1,0,81,12,0,0,0,1,1,0,1,97,No
Pomerado Hospital,CA,San Diego,2014,0,0,60,9,0,0,0,0,0,1,0,70,No
Pomerado Hospital,CA,San Diego,2015,0,0,35,13,0,0,0,0,0,3,1,52,No
Pomerado Hospital,CA,San Diego,2016,0,0,48,16,0,1,0,0,2,4,2,73,No
Pomerado Hospital,CA,San Diego,2017,0,0,46,10,0,0,0,0,1,4,0,61,No
Pomona Valley Hospital Medical Center,CA,Los Angeles,2013,0,12,171,34,0,0,11,0,19,6,7,260,No
Pomona Valley Hospital Medical Center,CA,Los Angeles,2014,1,14,157,52,0,0,9,4,18,13,7,275,No
Pomona Valley Hospital Medical Center,CA,Los Angeles,2015,0,12,104,50,0,0,4,0,12,2,4,188,No
Pomona Valley Hospital Medical Center,CA,Los Angeles,2016,0,7,179,42,0,3,6,2,14,16,6,275,No
Pomona Valley Hospital Medical Center,CA,Los Angeles,2017,0,11,162,37,0,2,3,4,12,10,4,245,No
Presbyterian Intercommunity Hospital,CA,Los Angeles,2013,5,10,170,47,2,3,18,2,25,13,8,303,No
Presbyterian Intercommunity Hospital,CA,Los Angeles,2014,6,8,157,46,0,4,21,1,22,16,8,289,No
Presbyterian Intercommunity Hospital,CA,Los Angeles,2015,0,3,120,33,2,2,25,2,13,8,3,211,No
Presbyterian Intercommunity Hospital,CA,Los Angeles,2016,1,7,175,48,1,1,23,2,13,16,4,291,No
Presbyterian Intercommunity Hospital,CA,Los Angeles,2017,5,8,155,46,1,4,27,1,11,21,8,287,No
Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,CA,San Francisco,2016,1,9,56,6,0,1,10,1,10,1,6,101,No
Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,CA,San Francisco,2017,6,7,53,23,0,1,4,1,1,11,5,112,No
Promise Hospital of East Los Angeles – East Los Angeles Campus,CA,Los Angeles,2016,0,0,1,0,0,0,0,0,0,0,0,1,No
Promise Hospital of East Los Angeles – East Los Angeles Campus,CA,Los Angeles,2017,0,0,1,2,0,0,0,0,0,0,0,3,No
Providence Holy Cross Medical Center,CA,Los Angeles,2013,1,7,84,51,2,6,20,3,10,10,11,205,No
Providence Holy Cross Medical Center,CA,Los Angeles,2014,1,8,94,40,1,2,15,2,28,6,6,203,No
Providence Holy Cross Medical Center,CA,Los Angeles,2015,0,1,86,27,2,8,13,6,33,6,6,188,No
Providence Holy Cross Medical Center,CA,Los Angeles,2016,0,11,92,47,1,6,13,7,42,25,3,247,No
Providence Holy Cross Medical Center,CA,Los Angeles,2017,1,19,83,47,2,16,18,5,36,19,7,253,No
Providence Little Company of Mary Medical Center – San Pedro,CA,Los Angeles,2013,0,1,23,4,0,0,0,0,2,1,1,32,No
Providence Little Company of Mary Medical Center – San Pedro,CA,Los Angeles,2014,1,2,15,7,0,0,4,0,1,2,1,33,No
Providence Little Company of Mary Medical Center – San Pedro,CA,Los Angeles,2015,0,3,16,3,0,1,2,0,2,2,0,29,No
Providence Little Company of Mary Medical Center – San Pedro,CA,Los Angeles,2016,0,2,40,7,0,2,0,1,2,3,0,57,No
Providence Little Company of Mary Medical Center – San Pedro,CA,Los Angeles,2017,0,0,26,11,0,2,0,0,1,2,0,42,No
Providence Little Company of Mary Medical Center – Torrance,CA,Los Angeles,2013,2,4,127,33,0,8,16,7,33,8,4,242,No
Providence Little Company of Mary Medical Center – Torrance,CA,Los Angeles,2014,1,2,134,33,0,15,10,11,33,5,5,249,No
Providence Little Company of Mary Medical Center – Torrance,CA,Los Angeles,2015,1,2,86,25,1,7,9,4,31,8,2,176,No
Providence Little Company of Mary Medical Center – Torrance,CA,Los Angeles,2016,6,8,163,49,0,11,9,6,30,21,7,310,No
Providence Little Company of Mary Medical Center – Torrance,CA,Los Angeles,2017,1,12,181,43,0,5,10,3,35,18,3,311,No
Providence Saint John’s Health Center,CA,Los Angeles,2015,1,25,155,39,3,9,10,7,61,10,3,323,No
Providence Saint John’s Health Center,CA,Los Angeles,2016,8,50,225,64,4,18,117,10,106,16,4,622,No
Providence Saint John’s Health Center,CA,Los Angeles,2017,3,79,162,34,4,11,122,7,113,21,8,564,No
Providence Saint Joseph Medical Center,CA,Los Angeles,2013,3,12,165,42,0,1,20,2,22,10,1,278,No
Providence Saint Joseph Medical Center,CA,Los Angeles,2014,5,21,164,38,3,3,25,2,37,19,5,322,No
Providence Saint Joseph Medical Center,CA,Los Angeles,2015,2,11,137,45,0,1,18,1,23,8,7,253,No
Providence Saint Joseph Medical Center,CA,Los Angeles,2016,4,15,185,48,1,3,28,3,68,23,4,382,No
Providence Saint Joseph Medical Center,CA,Los Angeles,2017,5,10,180,50,1,2,29,4,53,17,8,359,No
Providence Tarzana Medical Center,CA,Los Angeles,2013,1,1,143,31,0,1,9,0,0,13,5,204,No
Providence Tarzana Medical Center,CA,Los Angeles,2014,2,3,105,31,0,1,4,0,2,12,3,163,No
Providence Tarzana Medical Center,CA,Los Angeles,2015,0,4,105,23,0,1,5,0,20,12,3,173,No
Providence Tarzana Medical Center,CA,Los Angeles,2016,1,3,123,31,0,2,5,1,36,26,3,231,No
Providence Tarzana Medical Center,CA,Los Angeles,2017,1,5,138,40,1,0,12,1,42,21,5,266,No
Queen of the Valley Hospital – Napa,CA,Napa,2013,0,4,62,14,1,0,13,0,17,4,3,118,No
Queen of the Valley Hospital – Napa,CA,Napa,2014,4,2,44,11,1,0,8,0,16,5,1,92,No
Queen of the Valley Medical Center,CA,Napa,2015,1,3,34,9,2,0,6,0,6,1,1,63,No
Queen of the Valley Medical Center,CA,Napa,2016,0,2,37,11,0,3,9,1,8,3,0,74,No
Queen of the Valley Medical Center,CA,Napa,2017,0,1,45,12,0,1,9,0,12,2,2,84,No
Redlands Community Hospital,CA,San Bernardino,2013,5,2,102,45,0,0,10,0,20,14,5,203,No
Redlands Community Hospital,CA,San Bernardino,2014,9,5,119,42,0,0,6,0,27,5,4,217,No
Redlands Community Hospital,CA,San Bernardino,2015,2,3,83,21,0,1,2,0,35,5,0,152,No
Redlands Community Hospital,CA,San Bernardino,2016,2,4,91,30,0,3,5,1,12,11,2,161,No
Redlands Community Hospital,CA,San Bernardino,2017,1,4,79,26,0,3,1,0,12,8,5,139,No
Redwood Memorial Hospital,CA,Humboldt,2013,0,0,21,4,0,0,1,0,0,0,0,26,No
Redwood Memorial Hospital,CA,Humboldt,2014,0,0,13,7,0,0,0,0,0,1,0,21,No
Redwood Memorial Hospital,CA,Humboldt,2015,0,0,15,5,0,0,0,0,0,1,0,21,No
Redwood Memorial Hospital,CA,Humboldt,2016,0,0,14,4,0,0,1,0,0,2,1,22,No
Redwood Memorial Hospital,CA,Humboldt,2017,0,0,15,9,0,0,0,0,0,2,0,26,No
Regional Medical of San Jose,CA,Santa Clara,2013,0,9,48,29,0,3,7,1,2,5,7,111,No
Regional Medical of San Jose,CA,Santa Clara,2014,0,9,47,22,0,2,5,0,2,5,2,94,No
Regional Medical of San Jose,CA,Santa Clara,2015,0,2,34,15,1,0,2,0,1,4,4,63,No
Regional Medical of San Jose,CA,Santa Clara,2016,1,12,33,28,0,4,4,0,2,12,3,99,No
Regional Medical of San Jose,CA,Santa Clara,2017,0,6,26,20,0,2,9,0,3,13,6,85,No
Rideout Memorial Hospital,CA,Yuba,2013,1,10,30,15,1,0,23,0,7,6,3,96,No
Rideout Memorial Hospital,CA,Yuba,2014,0,6,26,16,1,1,38,1,13,4,2,108,No
Rideout Memorial Hospital,CA,Yuba,2015,0,3,17,6,0,0,25,0,5,2,2,60,No
Rideout Memorial Hospital,CA,Yuba,2016,0,3,7,16,0,2,14,1,2,6,0,51,No
Rideout Memorial Hospital,CA,Yuba,2017,1,2,25,17,0,4,16,0,8,8,1,82,No
Ridgecrest Regional Hospital,CA,Kern,2013,0,0,6,4,0,0,0,0,0,1,0,11,No
Ridgecrest Regional Hospital,CA,Kern,2014,0,0,10,3,0,0,0,0,0,0,0,13,No
Ridgecrest Regional Hospital,CA,Kern,2015,0,0,5,3,0,0,0,0,0,0,0,8,No
Ridgecrest Regional Hospital,CA,Kern,2016,0,0,11,5,0,0,0,1,0,0,0,17,No
Ridgecrest Regional Hospital,CA,Kern,2017,0,0,8,2,0,0,0,0,0,1,0,11,No
Riverside Community Hospital,CA,Riverside,2013,4,11,148,61,0,3,14,3,55,16,8,323,No
Riverside Community Hospital,CA,Riverside,2014,4,4,134,64,1,3,25,4,28,17,6,290,No
Riverside Community Hospital,CA,Riverside,2015,1,4,136,52,1,3,21,6,22,17,6,269,No
Riverside Community Hospital,CA,Riverside,2016,1,12,134,73,2,7,19,9,35,28,5,325,No
Riverside Community Hospital,CA,Riverside,2017,1,13,180,69,7,8,15,19,32,23,7,374,No
Riverside County Regional Medical Center,CA,Riverside,2013,3,10,77,12,0,6,10,0,9,17,1,145,No
Riverside County Regional Medical Center,CA,Riverside,2014,3,7,46,18,0,5,4,0,4,8,5,100,No
Riverside County Regional Medical Center,CA,Riverside,2015,3,8,32,14,0,2,5,1,8,5,0,78,No
Riverside University Health System – Medical Center,CA,Riverside,2016,4,4,38,11,0,1,2,3,5,9,1,78,No
Riverside University Health System – Medical Center,CA,Riverside,2017,4,11,40,17,1,1,5,0,8,12,4,103,No
Ronald Reagan UCLA Medical Center,CA,Los Angeles,2013,40,142,180,34,12,37,79,42,120,24,22,732,Yes
Ronald Reagan UCLA Medical Center,CA,Los Angeles,2014,32,132,174,56,12,47,73,58,93,33,22,732,Yes
Ronald Reagan UCLA Medical Center,CA,Los Angeles,2015,23,110,188,37,6,37,70,46,106,22,17,662,Yes
Ronald Reagan UCLA Medical Center,CA,Los Angeles,2016,35,131,311,66,14,69,72,62,109,50,10,929,Yes
Ronald Reagan UCLA Medical Center,CA,Los Angeles,2017,28,121,332,71,20,39,86,62,125,43,18,945,Yes
Saddleback Memorial Medical Center,CA,Orange,2013,3,6,115,41,2,0,24,0,33,7,3,234,No
Saddleback Memorial Medical Center,CA,Orange,2014,2,5,127,41,1,0,27,0,36,1,3,243,No
Saddleback Memorial Medical Center,CA,Orange,2015,0,8,96,31,3,0,17,0,23,9,2,189,No
Saddleback Memorial Medical Center,CA,Orange,2016,2,8,156,24,1,0,29,1,39,14,1,275,No
Saddleback Memorial Medical Center,CA,Orange,2017,3,23,165,33,0,0,21,0,41,6,2,294,No
Saint Agnes Medical Center,CA,Fresno,2013,0,4,146,24,0,0,28,0,38,10,1,251,No
Saint Agnes Medical Center,CA,Fresno,2014,2,9,91,45,1,8,28,3,46,13,3,249,No
Saint Agnes Medical Center,CA,Fresno,2015,0,4,99,25,0,10,6,6,26,19,4,199,No
Saint Agnes Medical Center,CA,Fresno,2016,2,6,107,48,1,15,13,5,27,25,4,253,No
Saint Agnes Medical Center,CA,Fresno,2017,1,3,155,40,3,2,16,3,56,17,4,300,No
Saint Bernardine Medical Center,CA,San Bernardino,2013,2,9,77,13,0,0,13,0,62,8,1,185,No
Saint Bernardine Medical Center,CA,San Bernardino,2014,7,5,61,26,0,3,20,0,83,6,5,216,No
Saint Bernardine Medical Center,CA,San Bernardino,2015,3,3,44,27,0,1,9,0,78,10,2,177,No
Saint Bernardine Medical Center,CA,San Bernardino,2016,4,7,73,29,0,2,9,3,116,16,2,261,No
Saint Bernardine Medical Center,CA,San Bernardino,2017,7,11,83,26,0,3,7,1,125,9,3,275,No
Saint Elizabeth Community Hospital,CA,Tehama,2013,0,0,8,9,0,0,0,0,0,0,0,17,No
Saint Elizabeth Community Hospital,CA,Tehama,2014,0,0,12,14,0,0,0,0,0,3,0,29,No
Saint Elizabeth Community Hospital,CA,Tehama,2015,0,0,5,9,0,0,0,0,0,1,0,15,No
Saint Elizabeth Community Hospital,CA,Tehama,2016,0,0,9,12,0,1,0,0,0,1,1,24,No
Saint Elizabeth Community Hospital,CA,Tehama,2017,0,0,6,7,0,1,0,0,0,0,0,14,No
Saint Francis Medical Center,CA,Los Angeles,2013,0,6,35,17,0,1,5,0,0,2,0,66,No
Saint Francis Medical Center,CA,Los Angeles,2014,1,6,44,7,0,0,1,1,0,2,0,62,No
Saint Francis Medical Center,CA,Los Angeles,2015,0,2,35,14,0,0,3,0,0,1,0,55,No
Saint Francis Medical Center,CA,Los Angeles,2016,3,6,33,11,0,1,4,0,13,2,5,78,No
Saint Francis Medical Center,CA,Los Angeles,2017,2,4,47,21,0,0,3,1,5,4,0,87,No
Saint Francis Memorial Hospital,CA,San Francisco,2013,0,0,3,6,0,0,7,0,2,1,1,20,No
Saint Francis Memorial Hospital,CA,San Francisco,2014,0,0,4,7,0,0,8,0,0,0,3,22,No
Saint Francis Memorial Hospital,CA,San Francisco,2015,0,2,2,4,0,0,4,0,0,0,0,12,No
Saint Francis Memorial Hospital,CA,San Francisco,2016,0,1,4,2,0,1,0,0,4,1,2,15,No
Saint Francis Memorial Hospital,CA,San Francisco,2017,0,2,5,7,0,0,0,0,1,2,1,18,No
Saint Helena Hospital,CA,Napa,2013,0,0,16,8,3,0,13,1,0,0,0,41,No
Saint Helena Hospital,CA,Napa,2014,0,0,17,7,1,0,18,1,0,4,1,49,No
Saint Helena Hospital,CA,Napa,2015,0,0,8,7,1,0,18,0,0,2,1,37,No
Saint Helena Hospital,CA,Napa,2016,0,0,15,13,3,0,25,0,1,8,1,66,No
Saint Helena Hospital,CA,Napa,2017,0,0,12,12,3,3,16,0,0,9,1,56,No
Saint Helena Hospital – Clearlake,CA,Lake,2013,0,0,6,6,0,0,0,0,0,0,0,12,No
Saint Helena Hospital – Clearlake,CA,Lake,2014,0,0,7,0,0,0,0,0,0,0,0,7,No
Saint Helena Hospital – Clearlake,CA,Lake,2015,0,0,5,1,0,0,0,0,0,1,0,7,No
Saint Helena Hospital – Clearlake,CA,Lake,2016,0,0,0,1,0,0,0,0,0,0,0,1,No
Saint Helena Hospital – Clearlake,CA,Lake,2017,0,0,2,2,0,0,0,0,0,0,0,4,No
Saint John’s Health Center,CA,Los Angeles,2013,1,51,211,54,0,18,24,9,8,11,12,399,No
Saint John’s Health Center,CA,Los Angeles,2014,3,63,160,54,2,18,24,9,16,9,10,368,No
Saint John’s Pleasant Valley Hospital,CA,Ventura,2013,0,0,46,16,0,0,0,0,0,1,1,64,No
Saint John’s Pleasant Valley Hospital,CA,Ventura,2014,0,0,39,8,0,0,0,0,0,1,1,49,No
Saint John’s Pleasant Valley Hospital,CA,Ventura,2015,0,0,42,6,0,0,0,0,0,2,0,50,No
Saint John’s Pleasant Valley Hospital,CA,Ventura,2016,0,0,36,12,0,0,0,0,0,2,0,50,No
Saint John’s Pleasant Valley Hospital,CA,Ventura,2017,0,0,41,13,0,0,0,1,0,2,0,57,No
Saint John’s Regional Medical Center,CA,Ventura,2013,0,4,55,22,0,0,16,0,1,9,2,109,No
Saint John’s Regional Medical Center,CA,Ventura,2014,0,2,79,23,0,0,7,0,0,6,5,122,No
Saint John’s Regional Medical Center,CA,Ventura,2015,0,3,66,20,0,0,19,0,0,3,4,115,No
Saint John’s Regional Medical Center,CA,Ventura,2016,0,6,76,20,0,0,10,1,14,9,0,136,No
Saint John’s Regional Medical Center,CA,Ventura,2017,2,5,84,29,0,1,22,0,14,15,1,173,No
Saint Joseph Hospital – Eureka,CA,Humboldt,2013,4,2,63,19,0,0,12,3,4,4,2,113,No
Saint Joseph Hospital – Eureka,CA,Humboldt,2014,2,5,81,19,1,1,12,0,7,0,5,133,No
Saint Joseph Hospital – Eureka,CA,Humboldt,2015,0,4,71,9,2,1,8,0,5,6,2,108,No
Saint Joseph Hospital – Eureka,CA,Humboldt,2016,0,7,84,17,0,1,12,2,8,4,0,135,No
Saint Joseph Hospital – Eureka,CA,Humboldt,2017,3,0,73,24,0,3,10,4,11,9,2,139,No
Saint Joseph Hospital – Orange,CA,Orange,2013,2,18,311,63,0,12,51,9,50,21,11,548,No
Saint Joseph Hospital – Orange,CA,Orange,2014,1,34,241,61,2,14,42,9,55,25,8,492,No
Saint Joseph Hospital – Orange,CA,Orange,2015,2,17,211,45,1,8,30,8,39,15,6,382,No
Saint Joseph Hospital – Orange,CA,Orange,2016,1,28,282,65,3,9,50,15,59,18,9,539,No
Saint Joseph Hospital – Orange,CA,Orange,2017,0,26,273,46,1,8,52,17,53,26,9,511,No
Saint Joseph’s Medical Center of Stockton,CA,San Joaquin,2013,1,11,79,46,0,6,26,0,2,14,2,187,No
Saint Joseph’s Medical Center of Stockton,CA,San Joaquin,2014,0,9,90,44,1,7,33,3,0,8,5,200,No
Saint Joseph’s Medical Center of Stockton,CA,San Joaquin,2015,4,7,73,27,1,6,22,3,1,9,1,154,No
Saint Joseph’s Medical Center of Stockton,CA,San Joaquin,2016,6,10,79,38,1,5,33,6,6,17,6,207,No
Saint Joseph’s Medical Center of Stockton,CA,San Joaquin,2017,8,0,86,39,4,5,22,1,7,23,8,203,No
Saint Jude Medical Center,CA,Orange,2013,2,21,198,66,0,2,10,2,69,20,5,395,No
Saint Jude Medical Center,CA,Orange,2014,3,21,179,52,0,0,19,1,51,18,6,350,No
Saint Jude Medical Center,CA,Orange,2015,2,17,206,31,0,0,14,0,27,10,1,308,No
Saint Jude Medical Center,CA,Orange,2016,1,18,209,67,0,5,19,10,56,23,9,417,No
Saint Jude Medical Center,CA,Orange,2017,0,35,230,47,0,6,9,3,54,19,1,404,No
Saint Louise Regional Hospital,CA,Santa Clara,2013,0,1,21,8,0,1,0,0,0,2,1,34,No
Saint Louise Regional Hospital,CA,Santa Clara,2014,0,0,24,7,0,0,0,0,0,3,0,34,No
Saint Louise Regional Hospital,CA,Santa Clara,2015,0,0,22,6,0,0,0,0,0,2,0,30,No
Saint Louise Regional Hospital,CA,Santa Clara,2016,0,0,18,6,0,0,0,0,0,0,1,25,No
Saint Louise Regional Hospital,CA,Santa Clara,2017,0,0,27,8,0,0,0,0,2,7,1,45,No
Saint Mary Medical Center – Apple Valley,CA,San Bernardino,2013,1,0,59,36,0,0,10,0,42,6,0,154,No
Saint Mary Medical Center – Apple Valley,CA,San Bernardino,2014,0,0,54,26,0,2,6,0,14,6,1,109,No
Saint Mary Medical Center – Apple Valley,CA,San Bernardino,2015,2,0,43,18,0,0,9,0,11,5,0,88,No
Saint Mary Medical Center – Apple Valley,CA,San Bernardino,2016,1,0,51,21,0,1,4,0,16,8,0,102,No
Saint Mary Medical Center – Apple Valley,CA,San Bernardino,2017,2,0,49,25,0,1,4,0,16,9,2,108,No
Saint Mary Medical Center – Long Beach,CA,Los Angeles,2013,0,3,12,7,1,0,5,0,0,0,0,28,No
Saint Mary Medical Center – Long Beach,CA,Los Angeles,2014,0,1,10,14,0,0,8,0,0,3,1,37,No
Saint Mary Medical Center – Long Beach,CA,Los Angeles,2015,0,1,12,5,0,0,9,0,0,0,1,28,No
Saint Mary Medical Center – Long Beach,CA,Los Angeles,2016,0,5,24,7,0,0,5,0,1,0,3,45,No
Saint Mary Medical Center – Long Beach,CA,Los Angeles,2017,2,4,19,7,0,0,1,2,3,4,2,44,No
"Saint Mary’s Medical Center, San Francisco",CA,San Francisco,2013,0,0,41,7,0,0,5,0,0,3,1,57,No
"Saint Mary’s Medical Center, San Francisco",CA,San Francisco,2014,1,0,52,9,0,0,7,1,0,0,1,71,No
"Saint Mary’s Medical Center, San Francisco",CA,San Francisco,2015,0,0,54,7,0,0,8,0,0,0,0,69,No
"Saint Mary’s Medical Center, San Francisco",CA,San Francisco,2016,0,0,69,10,0,0,9,0,1,5,3,97,No
"Saint Mary’s Medical Center, San Francisco",CA,San Francisco,2017,1,0,78,6,0,1,4,0,1,4,2,97,No
Saint Rose Hospital,CA,Alameda,2013,1,0,17,7,0,1,0,0,1,3,0,30,No
Saint Rose Hospital,CA,Alameda,2014,0,0,20,14,0,2,0,0,0,2,1,39,No
Saint Rose Hospital,CA,Alameda,2015,0,0,11,6,0,0,0,0,0,0,1,18,No
Saint Rose Hospital,CA,Alameda,2016,0,0,15,12,0,1,0,0,0,1,3,32,No
Saint Rose Hospital,CA,Alameda,2017,0,0,13,7,0,1,0,0,1,6,3,31,No
Saint Vincent Medical Center,CA,Los Angeles,2013,1,7,33,25,0,10,12,7,4,12,18,129,No
Saint Vincent Medical Center,CA,Los Angeles,2014,0,12,17,39,0,2,8,8,2,11,26,125,No
Saint Vincent Medical Center,CA,Los Angeles,2015,0,1,19,23,0,6,6,3,6,4,8,76,No
Saint Vincent Medical Center,CA,Los Angeles,2016,0,5,69,18,0,4,11,5,5,17,7,141,No
Saint Vincent Medical Center,CA,Los Angeles,2017,3,7,98,25,2,10,10,3,12,10,8,188,No
Salinas Valley Memorial Hospital,CA,Monterey,2013,0,8,78,15,0,0,12,0,8,5,2,128,No
Salinas Valley Memorial Hospital,CA,Monterey,2014,0,13,84,23,0,0,3,1,3,5,3,135,No
Salinas Valley Memorial Hospital,CA,Monterey,2015,0,6,62,17,2,0,7,1,0,8,3,106,No
Salinas Valley Memorial Hospital,CA,Monterey,2016,0,6,60,33,0,2,8,6,1,10,8,134,No
Salinas Valley Memorial Hospital,CA,Monterey,2017,0,9,58,32,0,3,7,3,0,10,11,133,No
San Antonio Community Hospital,CA,San Bernardino,2013,0,8,121,47,0,1,17,0,37,17,8,256,No
San Antonio Community Hospital,CA,San Bernardino,2014,0,11,128,34,0,0,13,1,20,8,3,218,No
San Antonio Community Hospital,CA,San Bernardino,2015,0,9,114,38,0,0,11,0,11,5,1,189,No
San Antonio Regional Hospital,CA,San Bernardino,2016,0,14,148,46,0,2,27,3,18,14,10,282,No
San Antonio Regional Hospital,CA,San Bernardino,2017,0,14,122,55,0,2,17,0,21,17,6,254,No
San Dimas Community Hospital,CA,Los Angeles,2013,0,0,3,11,0,0,0,0,0,1,0,15,No
San Dimas Community Hospital,CA,Los Angeles,2014,0,0,0,8,0,0,1,0,0,2,0,11,No
San Dimas Community Hospital,CA,Los Angeles,2015,0,0,3,10,0,0,0,0,0,0,0,13,No
San Dimas Community Hospital,CA,Los Angeles,2016,0,0,16,12,0,0,0,0,0,4,0,32,No
San Dimas Community Hospital,CA,Los Angeles,2017,0,0,30,10,0,0,0,0,1,2,1,44,No
San Francisco General Hospital,CA,San Francisco,2013,3,9,95,35,0,1,18,2,9,10,9,191,No
San Francisco General Hospital,CA,San Francisco,2014,1,5,53,25,1,0,10,3,6,9,3,116,No
San Francisco General Hospital,CA,San Francisco,2015,0,6,44,20,0,0,5,2,0,2,1,80,No
San Gabriel Valley Medical Center,CA,Los Angeles,2013,0,8,62,20,0,0,1,0,0,9,6,106,No
San Gabriel Valley Medical Center,CA,Los Angeles,2014,0,2,46,17,0,0,1,0,0,3,2,71,No
San Gabriel Valley Medical Center,CA,Los Angeles,2015,0,4,35,9,0,0,0,0,0,4,0,52,No
San Gabriel Valley Medical Center,CA,Los Angeles,2016,0,2,54,12,0,1,2,0,0,9,3,83,No
San Gorgonio Memorial Hospital,CA,Riverside,2013,0,0,11,8,0,0,0,0,0,0,0,19,No
San Gorgonio Memorial Hospital,CA,Riverside,2014,0,0,11,5,0,0,0,0,0,1,0,17,No
San Gorgonio Memorial Hospital,CA,Riverside,2015,0,0,13,2,0,0,0,0,0,0,0,15,No
San Gorgonio Memorial Hospital,CA,Riverside,2016,0,0,16,6,0,0,0,0,0,2,0,24,No
