Hospital Name,State,County,Latitude,Longitude,Year,Total Surgeries for All Cancer Types,Bladder,Brain,Breast,Colon,Esophagus,Liver,Lung,Pancreas,Prostate,Rectum,Stomach
Mission Hospital Regional Medical Center,,Orange,33.56279,-117.66768,2013,193,1,24,67,28,0,0,35,2,30,3,3
Mission Hospital Regional Medical Center,,Orange,33.56279,-117.66768,2014,160,1,20,45,28,2,0,32,3,20,6,3
Mission Hospital Regional Medical Center,,Orange,33.56279,-117.66768,2015,120,1,20,27,25,2,0,27,4,12,1,1
Mission Hospital Regional Medical Center,,Orange,33.56279,-117.66768,2016,156,2,21,39,41,6,0,28,1,11,6,1
Mission Hospital Regional Medical Center,,Orange,33.56279,-117.66768,2017,232,2,30,65,41,6,1,45,2,25,12,3
Monrovia Medical Center,,Los Angeles,34.1491,-117.99225,2016,1,0,0,0,1,0,0,0,0,0,0,0
Montclair Hospital Medical Center,,San Bernardino,34.07774,-117.69603,2013,14,0,0,13,1,0,0,0,0,0,0,0
Montclair Hospital Medical Center,,San Bernardino,34.07774,-117.69603,2014,18,0,0,13,4,0,1,0,0,0,0,0
Montclair Hospital Medical Center,,San Bernardino,34.07774,-117.69603,2015,10,0,0,7,3,0,0,0,0,0,0,0
Montclair Hospital Medical Center,,San Bernardino,34.07774,-117.69603,2016,9,0,0,6,2,0,0,0,0,0,1,0
Montclair Hospital Medical Center,,San Bernardino,34.07774,-117.69603,2017,5,0,0,2,1,0,0,0,0,0,2,0
Monterey Park Hospital,,Los Angeles,34.05308,-118.13665,2013,24,0,0,17,5,0,0,0,0,0,1,1
Monterey Park Hospital,,Los Angeles,34.05308,-118.13665,2014,50,0,0,33,11,0,0,1,0,0,3,2
Monterey Park Hospital,,Los Angeles,34.05308,-118.13665,2015,42,0,0,29,10,0,1,0,1,0,1,0
Monterey Park Hospital,,Los Angeles,34.05308,-118.13665,2016,58,1,0,37,11,0,1,1,0,1,6,0
Monterey Park Hospital,,Los Angeles,34.05308,-118.13665,2017,45,0,0,25,11,0,2,3,0,0,3,1
Natividad Medical Center,,Monterey,36.69686,-121.6297,2013,22,0,0,17,2,0,0,0,0,1,1,1
Natividad Medical Center,,Monterey,36.69686,-121.6297,2014,24,0,0,14,7,0,0,0,0,0,3,0
Natividad Medical Center,,Monterey,36.69686,-121.6297,2015,17,0,0,7,6,0,0,2,0,0,1,1
Natividad Medical Center,,Monterey,36.69686,-121.6297,2016,20,0,0,6,6,0,1,2,0,1,3,1
Natividad Medical Center,,Monterey,36.69686,-121.6297,2017,23,0,0,10,11,0,0,0,0,1,1,0
North Bay Medical Center,,Solano,38.26097,-122.05076,2013,42,0,4,24,7,0,0,6,0,1,0,0
North Bay Medical Center,,Solano,38.26097,-122.05076,2014,66,6,11,29,11,0,0,4,0,1,4,0
North Bay Medical Center,,Solano,38.26097,-122.05076,2015,41,1,6,17,11,0,0,2,0,0,3,1
North Bay Medical Center,,Solano,38.26097,-122.05076,2016,72,0,7,33,19,0,3,5,1,0,3,1
North Bay Medical Center,,Solano,38.26097,-122.05076,2017,87,0,10,50,20,0,0,4,1,1,1,0
Northern Inyo Hospital,,Inyo,37.36207,-118.40756,2013,10,0,0,6,4,0,0,0,0,0,0,0
Northern Inyo Hospital,,Inyo,37.36207,-118.40756,2014,15,0,0,9,5,0,0,0,0,1,0,0
Northern Inyo Hospital,,Inyo,37.36207,-118.40756,2015,4,0,0,2,1,0,0,0,0,0,1,0
Northern Inyo Hospital,,Inyo,37.36207,-118.40756,2016,10,0,0,4,5,0,0,0,0,0,1,0
Northern Inyo Hospital,,Inyo,37.36207,-118.40756,2017,13,0,0,9,4,0,0,0,0,0,0,0
Northridge Hospital Medical Center,,Los Angeles,34.22075,-118.53186,2013,118,1,2,22,22,0,2,10,4,45,5,5
Northridge Hospital Medical Center,,Los Angeles,34.22075,-118.53186,2014,99,0,8,30,20,1,1,7,4,20,5,3
Northridge Hospital Medical Center,,Los Angeles,34.22075,-118.53186,2015,60,0,3,28,8,0,0,11,1,6,2,1
Northridge Hospital Medical Center,,Los Angeles,34.22075,-118.53186,2016,71,0,5,28,13,1,0,7,4,3,6,4
Northridge Hospital Medical Center,,Los Angeles,34.22075,-118.53186,2017,72,0,8,29,16,0,4,10,1,0,2,2
Norwalk Community Hospital,,Los Angeles,33.91108,-118.0644,2013,4,0,0,1,1,0,0,0,0,0,1,1
Norwalk Community Hospital,,Los Angeles,33.91108,-118.0644,2014,3,0,0,0,3,0,0,0,0,0,0,0
Norwalk Community Hospital,,Los Angeles,33.91108,-118.0644,2015,2,0,0,1,0,0,0,0,0,0,1,0
Norwalk Community Hospital,,Los Angeles,33.91108,-118.0644,2016,15,0,0,3,5,0,1,0,2,2,2,0
Norwalk Community Hospital,,Los Angeles,33.91108,-118.0644,2017,11,0,0,2,0,0,1,1,0,1,5,1
Novato Community Hospital,,Marin,38.09749,-122.55887,2013,17,0,0,14,2,0,0,0,0,0,1,0
Novato Community Hospital,,Marin,38.09749,-122.55887,2014,10,0,0,6,3,0,0,0,0,1,0,0
Novato Community Hospital,,Marin,38.09749,-122.55887,2015,4,0,0,0,3,0,0,0,0,0,1,0
Novato Community Hospital,,Marin,38.09749,-122.55887,2016,3,0,0,0,1,0,0,0,0,2,0,0
Novato Community Hospital,,Marin,38.09749,-122.55887,2017,18,0,0,14,3,0,0,0,0,0,1,0
Oak Valley District Hospital,,Stanislaus,37.75782,-120.86031,2013,6,0,0,1,4,0,0,0,0,0,1,0
Oak Valley District Hospital,,Stanislaus,37.75782,-120.86031,2014,9,0,0,3,5,0,0,0,0,0,1,0
Oak Valley District Hospital,,Stanislaus,37.75782,-120.86031,2016,8,0,0,4,4,0,0,0,0,0,0,0
Oak Valley District Hospital,,Stanislaus,37.75782,-120.86031,2017,8,0,0,4,3,0,0,0,0,0,1,0
Ojai Valley Community Hospital,,Ventura,34.44221,-119.26311,2013,5,0,0,5,0,0,0,0,0,0,0,0
Ojai Valley Community Hospital,,Ventura,34.44221,-119.26311,2014,3,0,0,0,3,0,0,0,0,0,0,0
Ojai Valley Community Hospital,,Ventura,34.44221,-119.26311,2015,1,0,0,1,0,0,0,0,0,0,0,0
Ojai Valley Community Hospital,,Ventura,34.44221,-119.26311,2016,2,0,0,1,1,0,0,0,0,0,0,0
Ojai Valley Community Hospital,,Ventura,34.44221,-119.26311,2017,2,0,0,0,2,0,0,0,0,0,0,0
Olympia Medical Center,,Los Angeles,34.05754,-118.36008,2013,23,0,0,16,5,0,0,0,0,0,0,2
Olympia Medical Center,,Los Angeles,34.05754,-118.36008,2014,23,0,0,10,5,0,0,1,0,3,3,1
Olympia Medical Center,,Los Angeles,34.05754,-118.36008,2015,16,0,0,7,5,0,0,0,0,2,1,1
Olympia Medical Center,,Los Angeles,34.05754,-118.36008,2016,19,0,0,10,2,0,0,0,0,5,1,1
Olympia Medical Center,,Los Angeles,34.05754,-118.36008,2017,44,2,0,21,5,0,0,2,0,11,2,1
Orange Coast Memorial Medical Center,,Orange,33.70162,-117.95524,2013,322,2,13,124,48,0,33,26,13,24,22,17
Orange Coast Memorial Medical Center,,Orange,33.70162,-117.95524,2014,280,4,10,100,46,0,30,21,26,2,30,11
Orange Coast Memorial Medical Center,,Orange,33.70162,-117.95524,2015,248,1,5,111,51,0,25,15,7,9,18,6
Orange Coast Memorial Medical Center,,Orange,33.70162,-117.95524,2016,351,2,11,158,62,1,36,19,17,16,21,8
Orange Coast Memorial Medical Center,,Orange,33.70162,-117.95524,2017,322,3,9,150,45,1,38,16,12,21,19,8
Orange County Global Medical Center,,Orange,33.75361,-117.83398,2015,15,0,4,8,1,0,0,0,1,1,0,0
Orange County Global Medical Center,,Orange,33.75361,-117.83398,2016,33,0,8,19,4,0,0,1,0,0,1,0
Orange County Global Medical Center,,Orange,33.75361,-117.83398,2017,39,0,6,21,5,0,1,1,0,0,3,2
Oroville Hospital,,Butte,39.50485,-121.5428,2013,56,0,0,28,12,0,0,1,0,13,1,1
Oroville Hospital,,Butte,39.50485,-121.5428,2014,60,0,0,22,11,0,1,1,0,23,1,1
Oroville Hospital,,Butte,39.50485,-121.5428,2015,43,0,0,14,5,0,0,0,0,23,1,0
Oroville Hospital,,Butte,39.50485,-121.5428,2016,84,1,0,41,9,0,0,1,0,24,4,4
Oroville Hospital,,Butte,39.50485,-121.5428,2017,103,1,0,26,17,0,0,0,0,51,7,1
O’Connor Hospital,,Santa Clara,37.32714,-121.93727,2013,180,1,7,88,41,1,2,17,5,0,11,7
O’Connor Hospital,,Santa Clara,37.32714,-121.93727,2014,170,0,8,61,33,1,4,37,6,1,11,8
O’Connor Hospital,,Santa Clara,37.32714,-121.93727,2015,116,1,4,46,21,0,6,23,4,0,8,3
O’Connor Hospital,,Santa Clara,37.32714,-121.93727,2016,142,1,3,73,20,0,6,20,6,0,7,6
O’Connor Hospital,,Santa Clara,37.32714,-121.93727,2017,101,0,4,34,23,0,3,18,4,1,11,3
PIH Hospital – Downey,,Los Angeles,33.93515,-118.13196,2013,117,0,6,63,30,0,0,2,0,8,3,5
PIH Hospital – Downey,,Los Angeles,33.93515,-118.13196,2014,88,3,4,45,24,0,0,2,0,3,3,4
PIH Hospital – Downey,,Los Angeles,33.93515,-118.13196,2015,59,0,3,32,13,0,0,4,0,1,3,3
PIH Hospital – Downey,,Los Angeles,33.93515,-118.13196,2016,88,1,5,44,19,0,0,4,0,1,4,10
PIH Hospital – Downey,,Los Angeles,33.93515,-118.13196,2017,77,1,2,48,13,0,0,4,0,1,3,5
Pacific Alliance Medical Center,,Los Angeles,34.06464,-118.23905,2013,23,0,2,10,6,0,0,0,0,1,1,3
Pacific Alliance Medical Center,,Los Angeles,34.06464,-118.23905,2014,26,0,1,19,3,0,0,1,0,1,0,1
Pacific Alliance Medical Center,,Los Angeles,34.06464,-118.23905,2015,27,0,1,16,4,0,0,4,0,1,0,1
Pacific Alliance Medical Center,,Los Angeles,34.06464,-118.23905,2016,27,0,0,10,10,0,1,0,0,4,1,1
Pacific Alliance Medical Center,,Los Angeles,34.06464,-118.23905,2017,17,0,0,8,7,0,1,0,0,0,0,1
Pacifica Hospital of the Valley,,Los Angeles,34.24088,-118.39555,2013,6,0,0,3,3,0,0,0,0,0,0,0
Pacifica Hospital of the Valley,,Los Angeles,34.24088,-118.39555,2014,6,0,0,1,3,0,0,0,0,0,0,2
Pacifica Hospital of the Valley,,Los Angeles,34.24088,-118.39555,2015,5,0,0,5,0,0,0,0,0,0,0,0
Pacifica Hospital of the Valley,,Los Angeles,34.24088,-118.39555,2016,8,0,0,7,0,0,0,0,0,0,1,0
Pacifica Hospital of the Valley,,Los Angeles,34.24088,-118.39555,2017,7,0,0,6,1,0,0,0,0,0,0,0
Palm Drive Hospital,,Sonoma,38.39836,-122.82111,2013,7,0,0,0,3,0,0,0,0,4,0,0
Palm Drive Hospital,,Sonoma,38.39836,-122.82111,2014,5,0,0,2,2,0,0,0,0,0,1,0
Palm Drive Hospital,,Sonoma,38.39836,-122.82111,2016,1,0,0,0,1,0,0,0,0,0,0,0
Palmdale Regional Medical Center,,Los Angeles,34.5843754,-118.1443461,2013,28,0,3,3,13,0,0,3,0,0,3,3
Palmdale Regional Medical Center,,Los Angeles,34.5843754,-118.1443461,2014,36,0,10,3,16,0,0,0,0,4,1,2
Palmdale Regional Medical Center,,Los Angeles,34.5843754,-118.1443461,2015,21,0,0,1,8,0,1,3,1,5,0,2
Palmdale Regional Medical Center,,Los Angeles,34.5843754,-118.1443461,2016,91,1,9,22,26,0,1,5,0,11,12,4
Palmdale Regional Medical Center,,Los Angeles,34.5843754,-118.1443461,2017,76,0,4,19,31,0,1,2,0,11,8,0
Palo Verde Hospital,,Riverside,33.61315,-114.5956,2013,7,0,0,2,4,0,1,0,0,0,0,0
Palo Verde Hospital,,Riverside,33.61315,-114.5956,2014,8,0,0,2,4,0,0,0,0,1,1,0
Palo Verde Hospital,,Riverside,33.61315,-114.5956,2015,10,0,0,1,7,0,0,0,0,1,1,0
Palo Verde Hospital,,Riverside,33.61315,-114.5956,2016,3,0,0,0,1,0,0,0,0,2,0,0
Palo Verde Hospital,,Riverside,33.61315,-114.5956,2017,3,0,0,1,1,0,0,0,0,0,1,0
Palomar Health Downtown Campus,,San Diego,33.12622,-117.07585,2013,327,12,9,94,48,1,2,9,0,139,11,2
Palomar Health Downtown Campus,,San Diego,33.12622,-117.07585,2014,328,17,11,119,33,0,0,7,0,130,7,4
Palomar Health Downtown Campus,,San Diego,33.12622,-117.07585,2015,285,13,11,77,31,0,0,5,0,138,7,3
Palomar Health Downtown Campus,,San Diego,33.12622,-117.07585,2016,412,16,19,115,61,1,0,11,0,175,10,4
Palomar Health Downtown Campus,,San Diego,33.12622,-117.07585,2017,436,23,22,152,49,2,2,10,1,163,6,6
Paradise Valley Hospital,,San Diego,32.6863293,-117.0830382,2013,8,0,0,0,8,0,0,0,0,0,0,0
Paradise Valley Hospital,,San Diego,32.6863293,-117.0830382,2014,5,0,0,0,4,0,0,0,0,0,1,0
Paradise Valley Hospital,,San Diego,32.6863293,-117.0830382,2015,5,0,0,0,3,0,0,2,0,0,0,0
Paradise Valley Hospital,,San Diego,32.6863293,-117.0830382,2016,5,0,1,1,1,0,0,0,0,1,1,0
Paradise Valley Hospital,,San Diego,32.6863293,-117.0830382,2017,8,0,1,2,3,0,0,0,0,1,1,0
Parkview Community Hospital Medical Center,,Riverside,33.92573,-117.43996,2013,91,0,0,68,17,1,0,0,0,5,0,0
Parkview Community Hospital Medical Center,,Riverside,33.92573,-117.43996,2014,92,1,0,65,13,0,0,0,0,9,4,0
Parkview Community Hospital Medical Center,,Riverside,33.92573,-117.43996,2015,42,0,0,22,10,0,0,0,0,7,1,2
Parkview Community Hospital Medical Center,,Riverside,33.92573,-117.43996,2016,71,2,0,32,15,0,1,0,0,17,3,1
Parkview Community Hospital Medical Center,,Riverside,33.92573,-117.43996,2017,65,0,0,45,14,0,1,0,1,2,2,0
Patients’ Hospital of Redding,,Shasta,40.58563,-122.41632,2013,83,0,0,83,0,0,0,0,0,0,0,0
Patients’ Hospital of Redding,,Shasta,40.58563,-122.41632,2014,101,0,0,101,0,0,0,0,0,0,0,0
Patients’ Hospital of Redding,,Shasta,40.58563,-122.41632,2015,79,0,0,79,0,0,0,0,0,0,0,0
Patients’ Hospital of Redding,,Shasta,40.58563,-122.41632,2016,103,0,0,103,0,0,0,0,0,0,0,0
Patients’ Hospital of Redding,,Shasta,40.58563,-122.41632,2017,79,0,0,79,0,0,0,0,0,0,0,0
Peninsula Medical Center,,San Mateo,37.5944692,-122.3832465,2013,292,2,6,183,34,3,6,20,6,17,10,5
Peninsula Medical Center,,San Mateo,37.5944692,-122.3832465,2014,374,2,7,263,41,1,13,16,7,6,16,2
Peninsula Medical Center,,San Mateo,37.5944692,-122.3832465,2015,285,2,3,202,25,6,6,13,2,9,12,5
Peninsula Medical Center,,San Mateo,37.5944692,-122.3832465,2016,369,6,1,245,49,6,2,19,10,18,9,4
Peninsula Medical Center,,San Mateo,37.5944692,-122.3832465,2017,385,4,3,271,34,8,4,17,10,11,19,4
Petaluma Valley Hospital,,Sonoma,38.25323,-122.63302,2013,28,0,0,16,9,0,0,0,0,0,2,1
Petaluma Valley Hospital,,Sonoma,38.25323,-122.63302,2014,11,0,0,2,8,0,0,0,0,0,1,0
Petaluma Valley Hospital,,Sonoma,38.25323,-122.63302,2015,7,0,0,2,4,0,0,0,0,0,1,0
Petaluma Valley Hospital,,Sonoma,38.25323,-122.63302,2016,9,0,0,0,4,0,0,0,0,1,4,0
Petaluma Valley Hospital,,Sonoma,38.25323,-122.63302,2017,12,0,0,4,2,0,0,0,0,0,5,1
Pioneers Memorial Healthcare District,,Imperial,32.96003,-115.55183,2013,18,0,1,12,4,0,0,0,0,1,0,0
Pioneers Memorial Healthcare District,,Imperial,32.96003,-115.55183,2014,24,0,2,13,8,0,0,0,0,1,0,0
Pioneers Memorial Healthcare District,,Imperial,32.96003,-115.55183,2015,12,0,0,11,1,0,0,0,0,0,0,0
Pioneers Memorial Healthcare District,,Imperial,32.96003,-115.55183,2016,23,0,2,18,3,0,0,0,0,0,0,0
Pioneers Memorial Healthcare District,,Imperial,32.96003,-115.55183,2017,37,0,5,21,11,0,0,0,0,0,0,0
Placentia Linda Hospital,,Orange,33.88704521,-117.8431129,2013,62,0,0,35,20,0,0,1,0,5,1,0
Placentia Linda Hospital,,Orange,33.88704521,-117.8431129,2014,57,0,0,36,15,0,0,0,0,3,3,0
Placentia Linda Hospital,,Orange,33.88704521,-117.8431129,2015,26,0,0,14,6,0,0,0,0,6,0,0
Placentia Linda Hospital,,Orange,33.88704521,-117.8431129,2016,47,0,0,30,8,0,0,0,0,4,4,1
Placentia Linda Hospital,,Orange,33.88704521,-117.8431129,2017,68,0,0,45,8,0,0,1,1,5,7,1
Plumas District Hospital,,Plumas,39.93938,-120.96244,2013,2,0,0,0,1,0,0,0,0,0,1,0
Plumas District Hospital,,Plumas,39.93938,-120.96244,2014,3,0,0,1,2,0,0,0,0,0,0,0
Plumas District Hospital,,Plumas,39.93938,-120.96244,2016,9,0,0,7,1,0,0,0,0,0,1,0
Plumas District Hospital,,Plumas,39.93938,-120.96244,2017,4,0,0,2,2,0,0,0,0,0,0,0
Pomerado Hospital,,San Diego,32.99563,-117.05784,2013,97,1,0,81,12,0,0,0,1,1,0,1
Pomerado Hospital,,San Diego,32.99563,-117.05784,2014,70,0,0,60,9,0,0,0,0,0,1,0
Pomerado Hospital,,San Diego,32.99563,-117.05784,2015,52,0,0,35,13,0,0,0,0,0,3,1
Pomerado Hospital,,San Diego,32.99563,-117.05784,2016,73,0,0,48,16,0,1,0,0,2,4,2
Pomerado Hospital,,San Diego,32.99563,-117.05784,2017,61,0,0,46,10,0,0,0,0,1,4,0
Pomona Valley Hospital Medical Center,,Los Angeles,34.07852,-117.75234,2013,260,0,12,171,34,0,0,11,0,19,6,7
Pomona Valley Hospital Medical Center,,Los Angeles,34.07852,-117.75234,2014,275,1,14,157,52,0,0,9,4,18,13,7
Pomona Valley Hospital Medical Center,,Los Angeles,34.07852,-117.75234,2015,188,0,12,104,50,0,0,4,0,12,2,4
Pomona Valley Hospital Medical Center,,Los Angeles,34.07852,-117.75234,2016,275,0,7,179,42,0,3,6,2,14,16,6
Pomona Valley Hospital Medical Center,,Los Angeles,34.07852,-117.75234,2017,245,0,11,162,37,0,2,3,4,12,10,4
Presbyterian Intercommunity Hospital,,Los Angeles,33.96775,-118.04671,2013,303,5,10,170,47,2,3,18,2,25,13,8
Presbyterian Intercommunity Hospital,,Los Angeles,33.96775,-118.04671,2014,289,6,8,157,46,0,4,21,1,22,16,8
Presbyterian Intercommunity Hospital,,Los Angeles,33.96775,-118.04671,2015,211,0,3,120,33,2,2,25,2,13,8,3
Presbyterian Intercommunity Hospital,,Los Angeles,33.96775,-118.04671,2016,291,1,7,175,48,1,1,23,2,13,16,4
Presbyterian Intercommunity Hospital,,Los Angeles,33.96775,-118.04671,2017,287,5,8,155,46,1,4,27,1,11,21,8
Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,,San Francisco,37.75657,-122.40637,2016,101,1,9,56,6,0,1,10,1,10,1,6
Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,,San Francisco,37.75657,-122.40637,2017,112,6,7,53,23,0,1,4,1,1,11,5
Promise Hospital of East Los Angeles – East Los Angeles Campus,,Los Angeles,34.03996,-118.21227,2016,1,0,0,1,0,0,0,0,0,0,0,0
Promise Hospital of East Los Angeles – East Los Angeles Campus,,Los Angeles,34.03996,-118.21227,2017,3,0,0,1,2,0,0,0,0,0,0,0
Providence Holy Cross Medical Center,,Los Angeles,34.2791,-118.45951,2013,205,1,7,84,51,2,6,20,3,10,10,11
Providence Holy Cross Medical Center,,Los Angeles,34.2791,-118.45951,2014,203,1,8,94,40,1,2,15,2,28,6,6
Providence Holy Cross Medical Center,,Los Angeles,34.2791,-118.45951,2015,188,0,1,86,27,2,8,13,6,33,6,6
Providence Holy Cross Medical Center,,Los Angeles,34.2791,-118.45951,2016,247,0,11,92,47,1,6,13,7,42,25,3
Providence Holy Cross Medical Center,,Los Angeles,34.2791,-118.45951,2017,253,1,19,83,47,2,16,18,5,36,19,7
Providence Little Company of Mary Medical Center – San Pedro,,Los Angeles,33.73798,-118.30557,2013,32,0,1,23,4,0,0,0,0,2,1,1
Providence Little Company of Mary Medical Center – San Pedro,,Los Angeles,33.73798,-118.30557,2014,33,1,2,15,7,0,0,4,0,1,2,1
Providence Little Company of Mary Medical Center – San Pedro,,Los Angeles,33.73798,-118.30557,2015,29,0,3,16,3,0,1,2,0,2,2,0
Providence Little Company of Mary Medical Center – San Pedro,,Los Angeles,33.73798,-118.30557,2016,57,0,2,40,7,0,2,0,1,2,3,0
Providence Little Company of Mary Medical Center – San Pedro,,Los Angeles,33.73798,-118.30557,2017,42,0,0,26,11,0,2,0,0,1,2,0
Providence Little Company of Mary Medical Center – Torrance,,Los Angeles,33.83767,-118.35708,2013,242,2,4,127,33,0,8,16,7,33,8,4
Providence Little Company of Mary Medical Center – Torrance,,Los Angeles,33.83767,-118.35708,2014,249,1,2,134,33,0,15,10,11,33,5,5
Providence Little Company of Mary Medical Center – Torrance,,Los Angeles,33.83767,-118.35708,2015,176,1,2,86,25,1,7,9,4,31,8,2
Providence Little Company of Mary Medical Center – Torrance,,Los Angeles,33.83767,-118.35708,2016,310,6,8,163,49,0,11,9,6,30,21,7
Providence Little Company of Mary Medical Center – Torrance,,Los Angeles,33.83767,-118.35708,2017,311,1,12,181,43,0,5,10,3,35,18,3
Providence Saint John’s Health Center,,Los Angeles,34.0298085,-118.478687,2015,323,1,25,155,39,3,9,10,7,61,10,3
Providence Saint John’s Health Center,,Los Angeles,34.0298085,-118.478687,2016,622,8,50,225,64,4,18,117,10,106,16,4
Providence Saint John’s Health Center,,Los Angeles,34.0298085,-118.478687,2017,564,3,79,162,34,4,11,122,7,113,21,8
Providence Saint Joseph Medical Center,,Los Angeles,34.1559,-118.32711,2013,278,3,12,165,42,0,1,20,2,22,10,1
Providence Saint Joseph Medical Center,,Los Angeles,34.1559,-118.32711,2014,322,5,21,164,38,3,3,25,2,37,19,5
Providence Saint Joseph Medical Center,,Los Angeles,34.1559,-118.32711,2015,253,2,11,137,45,0,1,18,1,23,8,7
Providence Saint Joseph Medical Center,,Los Angeles,34.1559,-118.32711,2016,382,4,15,185,48,1,3,28,3,68,23,4
Providence Saint Joseph Medical Center,,Los Angeles,34.1559,-118.32711,2017,359,5,10,180,50,1,2,29,4,53,17,8
Providence Tarzana Medical Center,,Los Angeles,34.16985,-118.53136,2013,204,1,1,143,31,0,1,9,0,0,13,5
Providence Tarzana Medical Center,,Los Angeles,34.16985,-118.53136,2014,163,2,3,105,31,0,1,4,0,2,12,3
Providence Tarzana Medical Center,,Los Angeles,34.16985,-118.53136,2015,173,0,4,105,23,0,1,5,0,20,12,3
Providence Tarzana Medical Center,,Los Angeles,34.16985,-118.53136,2016,231,1,3,123,31,0,2,5,1,36,26,3
Providence Tarzana Medical Center,,Los Angeles,34.16985,-118.53136,2017,266,1,5,138,40,1,0,12,1,42,21,5
Queen of the Valley Hospital – Napa,,Napa,38.32363,-122.296,2013,118,0,4,62,14,1,0,13,0,17,4,3
Queen of the Valley Hospital – Napa,,Napa,38.32363,-122.296,2014,92,4,2,44,11,1,0,8,0,16,5,1
Queen of the Valley Medical Center,,Napa,38.32363,-122.296,2015,63,1,3,34,9,2,0,6,0,6,1,1
Queen of the Valley Medical Center,,Napa,38.32363,-122.296,2016,74,0,2,37,11,0,3,9,1,8,3,0
Queen of the Valley Medical Center,,Napa,38.32363,-122.296,2017,84,0,1,45,12,0,1,9,0,12,2,2
Redlands Community Hospital,,San Bernardino,34.03699,-117.2044,2013,203,5,2,102,45,0,0,10,0,20,14,5
Redlands Community Hospital,,San Bernardino,34.03699,-117.2044,2014,217,9,5,119,42,0,0,6,0,27,5,4
Redlands Community Hospital,,San Bernardino,34.03699,-117.2044,2015,152,2,3,83,21,0,1,2,0,35,5,0
Redlands Community Hospital,,San Bernardino,34.03699,-117.2044,2016,161,2,4,91,30,0,3,5,1,12,11,2
Redlands Community Hospital,,San Bernardino,34.03699,-117.2044,2017,139,1,4,79,26,0,3,1,0,12,8,5
Redwood Memorial Hospital,,Humboldt,40.58267,-124.13549,2013,26,0,0,21,4,0,0,1,0,0,0,0
Redwood Memorial Hospital,,Humboldt,40.58267,-124.13549,2014,21,0,0,13,7,0,0,0,0,0,1,0
Redwood Memorial Hospital,,Humboldt,40.58267,-124.13549,2015,21,0,0,15,5,0,0,0,0,0,1,0
Redwood Memorial Hospital,,Humboldt,40.58267,-124.13549,2016,22,0,0,14,4,0,0,1,0,0,2,1
Redwood Memorial Hospital,,Humboldt,40.58267,-124.13549,2017,26,0,0,15,9,0,0,0,0,0,2,0
Regional Medical of San Jose,,Santa Clara,37.36332,-121.84837,2013,111,0,9,48,29,0,3,7,1,2,5,7
Regional Medical of San Jose,,Santa Clara,37.36332,-121.84837,2014,94,0,9,47,22,0,2,5,0,2,5,2
Regional Medical of San Jose,,Santa Clara,37.36332,-121.84837,2015,63,0,2,34,15,1,0,2,0,1,4,4
Regional Medical of San Jose,,Santa Clara,37.36332,-121.84837,2016,99,1,12,33,28,0,4,4,0,2,12,3
Regional Medical of San Jose,,Santa Clara,37.36332,-121.84837,2017,85,0,6,26,20,0,2,9,0,3,13,6
Rideout Memorial Hospital,,Yuba,39.138222,-121.594363,2013,96,1,10,30,15,1,0,23,0,7,6,3
Rideout Memorial Hospital,,Yuba,39.138222,-121.594363,2014,108,0,6,26,16,1,1,38,1,13,4,2
Rideout Memorial Hospital,,Yuba,39.138222,-121.594363,2015,60,0,3,17,6,0,0,25,0,5,2,2
Rideout Memorial Hospital,,Yuba,39.138222,-121.594363,2016,51,0,3,7,16,0,2,14,1,2,6,0
Rideout Memorial Hospital,,Yuba,39.138222,-121.594363,2017,82,1,2,25,17,0,4,16,0,8,8,1
Ridgecrest Regional Hospital,,Kern,35.6404,-117.66996,2013,11,0,0,6,4,0,0,0,0,0,1,0
Ridgecrest Regional Hospital,,Kern,35.6404,-117.66996,2014,13,0,0,10,3,0,0,0,0,0,0,0
Ridgecrest Regional Hospital,,Kern,35.6404,-117.66996,2015,8,0,0,5,3,0,0,0,0,0,0,0
Ridgecrest Regional Hospital,,Kern,35.6404,-117.66996,2016,17,0,0,11,5,0,0,0,1,0,0,0
Ridgecrest Regional Hospital,,Kern,35.6404,-117.66996,2017,11,0,0,8,2,0,0,0,0,0,1,0
Riverside Community Hospital,,Riverside,33.97641,-117.37997,2013,323,4,11,148,61,0,3,14,3,55,16,8
Riverside Community Hospital,,Riverside,33.97641,-117.37997,2014,290,4,4,134,64,1,3,25,4,28,17,6
Riverside Community Hospital,,Riverside,33.97641,-117.37997,2015,269,1,4,136,52,1,3,21,6,22,17,6
Riverside Community Hospital,,Riverside,33.97641,-117.37997,2016,325,1,12,134,73,2,7,19,9,35,28,5
Riverside Community Hospital,,Riverside,33.97641,-117.37997,2017,374,1,13,180,69,7,8,15,19,32,23,7
Riverside County Regional Medical Center,,Riverside,33.91187,-117.19525,2013,145,3,10,77,12,0,6,10,0,9,17,1
Riverside County Regional Medical Center,,Riverside,33.91187,-117.19525,2014,100,3,7,46,18,0,5,4,0,4,8,5
Riverside County Regional Medical Center,,Riverside,33.91187,-117.19525,2015,78,3,8,32,14,0,2,5,1,8,5,0
Riverside University Health System – Medical Center,,Riverside,33.91187,-117.19525,2016,78,4,4,38,11,0,1,2,3,5,9,1
Riverside University Health System – Medical Center,,Riverside,33.91187,-117.19525,2017,103,4,11,40,17,1,1,5,0,8,12,4
