Hospital Name,State,County,Year,Total Surgeries for All Cancer Types,Bladder,Brain,Breast,Colon,Esophagus,Liver,Lung,Pancreas,Prostate,Rectum,Stomach
Pomerado Hospital,CA,San Diego,2016,73,0,0,48,16,0,1,0,0,2,4,2
Pomerado Hospital,CA,San Diego,2017,61,0,0,46,10,0,0,0,0,1,4,0
Pomona Valley Hospital Medical Center,CA,Los Angeles,2013,260,0,12,171,34,0,0,11,0,19,6,7
Pomona Valley Hospital Medical Center,CA,Los Angeles,2014,275,1,14,157,52,0,0,9,4,18,13,7
Pomona Valley Hospital Medical Center,CA,Los Angeles,2015,188,0,12,104,50,0,0,4,0,12,2,4
Pomona Valley Hospital Medical Center,CA,Los Angeles,2016,275,0,7,179,42,0,3,6,2,14,16,6
Pomona Valley Hospital Medical Center,CA,Los Angeles,2017,245,0,11,162,37,0,2,3,4,12,10,4
Presbyterian Intercommunity Hospital,CA,Los Angeles,2013,303,5,10,170,47,2,3,18,2,25,13,8
Presbyterian Intercommunity Hospital,CA,Los Angeles,2014,289,6,8,157,46,0,4,21,1,22,16,8
Presbyterian Intercommunity Hospital,CA,Los Angeles,2015,211,0,3,120,33,2,2,25,2,13,8,3
Presbyterian Intercommunity Hospital,CA,Los Angeles,2016,291,1,7,175,48,1,1,23,2,13,16,4
Presbyterian Intercommunity Hospital,CA,Los Angeles,2017,287,5,8,155,46,1,4,27,1,11,21,8
Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,CA,San Francisco,2016,101,1,9,56,6,0,1,10,1,10,1,6
Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,CA,San Francisco,2017,112,6,7,53,23,0,1,4,1,1,11,5
Promise Hospital of East Los Angeles – East Los Angeles Campus,CA,Los Angeles,2016,1,0,0,1,0,0,0,0,0,0,0,0
Promise Hospital of East Los Angeles – East Los Angeles Campus,CA,Los Angeles,2017,3,0,0,1,2,0,0,0,0,0,0,0
Providence Holy Cross Medical Center,CA,Los Angeles,2013,205,1,7,84,51,2,6,20,3,10,10,11
Providence Holy Cross Medical Center,CA,Los Angeles,2014,203,1,8,94,40,1,2,15,2,28,6,6
Providence Holy Cross Medical Center,CA,Los Angeles,2015,188,0,1,86,27,2,8,13,6,33,6,6
Providence Holy Cross Medical Center,CA,Los Angeles,2016,247,0,11,92,47,1,6,13,7,42,25,3
Providence Holy Cross Medical Center,CA,Los Angeles,2017,253,1,19,83,47,2,16,18,5,36,19,7
Providence Little Company of Mary Medical Center – San Pedro,CA,Los Angeles,2013,32,0,1,23,4,0,0,0,0,2,1,1
Providence Little Company of Mary Medical Center – San Pedro,CA,Los Angeles,2014,33,1,2,15,7,0,0,4,0,1,2,1
Providence Little Company of Mary Medical Center – San Pedro,CA,Los Angeles,2015,29,0,3,16,3,0,1,2,0,2,2,0
Providence Little Company of Mary Medical Center – San Pedro,CA,Los Angeles,2016,57,0,2,40,7,0,2,0,1,2,3,0
Providence Little Company of Mary Medical Center – San Pedro,CA,Los Angeles,2017,42,0,0,26,11,0,2,0,0,1,2,0
Providence Little Company of Mary Medical Center – Torrance,CA,Los Angeles,2013,242,2,4,127,33,0,8,16,7,33,8,4
Providence Little Company of Mary Medical Center – Torrance,CA,Los Angeles,2014,249,1,2,134,33,0,15,10,11,33,5,5
Providence Little Company of Mary Medical Center – Torrance,CA,Los Angeles,2015,176,1,2,86,25,1,7,9,4,31,8,2
Providence Little Company of Mary Medical Center – Torrance,CA,Los Angeles,2016,310,6,8,163,49,0,11,9,6,30,21,7
Providence Little Company of Mary Medical Center – Torrance,CA,Los Angeles,2017,311,1,12,181,43,0,5,10,3,35,18,3
Providence Saint John’s Health Center,CA,Los Angeles,2015,323,1,25,155,39,3,9,10,7,61,10,3
Providence Saint John’s Health Center,CA,Los Angeles,2016,622,8,50,225,64,4,18,117,10,106,16,4
Providence Saint John’s Health Center,CA,Los Angeles,2017,564,3,79,162,34,4,11,122,7,113,21,8
Providence Saint Joseph Medical Center,CA,Los Angeles,2013,278,3,12,165,42,0,1,20,2,22,10,1
Providence Saint Joseph Medical Center,CA,Los Angeles,2014,322,5,21,164,38,3,3,25,2,37,19,5
Providence Saint Joseph Medical Center,CA,Los Angeles,2015,253,2,11,137,45,0,1,18,1,23,8,7
Providence Saint Joseph Medical Center,CA,Los Angeles,2016,382,4,15,185,48,1,3,28,3,68,23,4
Providence Saint Joseph Medical Center,CA,Los Angeles,2017,359,5,10,180,50,1,2,29,4,53,17,8
Providence Tarzana Medical Center,CA,Los Angeles,2013,204,1,1,143,31,0,1,9,0,0,13,5
Providence Tarzana Medical Center,CA,Los Angeles,2014,163,2,3,105,31,0,1,4,0,2,12,3
Providence Tarzana Medical Center,CA,Los Angeles,2015,173,0,4,105,23,0,1,5,0,20,12,3
Providence Tarzana Medical Center,CA,Los Angeles,2016,231,1,3,123,31,0,2,5,1,36,26,3
Providence Tarzana Medical Center,CA,Los Angeles,2017,266,1,5,138,40,1,0,12,1,42,21,5
Queen of the Valley Hospital – Napa,CA,Napa,2013,118,0,4,62,14,1,0,13,0,17,4,3
Queen of the Valley Hospital – Napa,CA,Napa,2014,92,4,2,44,11,1,0,8,0,16,5,1
Queen of the Valley Medical Center,CA,Napa,2015,63,1,3,34,9,2,0,6,0,6,1,1
Queen of the Valley Medical Center,CA,Napa,2016,74,0,2,37,11,0,3,9,1,8,3,0
Queen of the Valley Medical Center,CA,Napa,2017,84,0,1,45,12,0,1,9,0,12,2,2
Redlands Community Hospital,CA,San Bernardino,2013,203,5,2,102,45,0,0,10,0,20,14,5
Redlands Community Hospital,CA,San Bernardino,2014,217,9,5,119,42,0,0,6,0,27,5,4
Redlands Community Hospital,CA,San Bernardino,2015,152,2,3,83,21,0,1,2,0,35,5,0
Redlands Community Hospital,CA,San Bernardino,2016,161,2,4,91,30,0,3,5,1,12,11,2
Redlands Community Hospital,CA,San Bernardino,2017,139,1,4,79,26,0,3,1,0,12,8,5
Redwood Memorial Hospital,CA,Humboldt,2013,26,0,0,21,4,0,0,1,0,0,0,0
Redwood Memorial Hospital,CA,Humboldt,2014,21,0,0,13,7,0,0,0,0,0,1,0
Redwood Memorial Hospital,CA,Humboldt,2015,21,0,0,15,5,0,0,0,0,0,1,0
Redwood Memorial Hospital,CA,Humboldt,2016,22,0,0,14,4,0,0,1,0,0,2,1
Redwood Memorial Hospital,CA,Humboldt,2017,26,0,0,15,9,0,0,0,0,0,2,0
Regional Medical of San Jose,CA,Santa Clara,2013,111,0,9,48,29,0,3,7,1,2,5,7
Regional Medical of San Jose,CA,Santa Clara,2014,94,0,9,47,22,0,2,5,0,2,5,2
Regional Medical of San Jose,CA,Santa Clara,2015,63,0,2,34,15,1,0,2,0,1,4,4
Regional Medical of San Jose,CA,Santa Clara,2016,99,1,12,33,28,0,4,4,0,2,12,3
Regional Medical of San Jose,CA,Santa Clara,2017,85,0,6,26,20,0,2,9,0,3,13,6
Rideout Memorial Hospital,CA,Yuba,2013,96,1,10,30,15,1,0,23,0,7,6,3
Rideout Memorial Hospital,CA,Yuba,2014,108,0,6,26,16,1,1,38,1,13,4,2
Rideout Memorial Hospital,CA,Yuba,2015,60,0,3,17,6,0,0,25,0,5,2,2
Rideout Memorial Hospital,CA,Yuba,2016,51,0,3,7,16,0,2,14,1,2,6,0
Rideout Memorial Hospital,CA,Yuba,2017,82,1,2,25,17,0,4,16,0,8,8,1
Ridgecrest Regional Hospital,CA,Kern,2013,11,0,0,6,4,0,0,0,0,0,1,0
Ridgecrest Regional Hospital,CA,Kern,2014,13,0,0,10,3,0,0,0,0,0,0,0
Ridgecrest Regional Hospital,CA,Kern,2015,8,0,0,5,3,0,0,0,0,0,0,0
Ridgecrest Regional Hospital,CA,Kern,2016,17,0,0,11,5,0,0,0,1,0,0,0
Ridgecrest Regional Hospital,CA,Kern,2017,11,0,0,8,2,0,0,0,0,0,1,0
Riverside Community Hospital,CA,Riverside,2013,323,4,11,148,61,0,3,14,3,55,16,8
Riverside Community Hospital,CA,Riverside,2014,290,4,4,134,64,1,3,25,4,28,17,6
Riverside Community Hospital,CA,Riverside,2015,269,1,4,136,52,1,3,21,6,22,17,6
Riverside Community Hospital,CA,Riverside,2016,325,1,12,134,73,2,7,19,9,35,28,5
Riverside Community Hospital,CA,Riverside,2017,374,1,13,180,69,7,8,15,19,32,23,7
Riverside County Regional Medical Center,CA,Riverside,2013,145,3,10,77,12,0,6,10,0,9,17,1
Riverside County Regional Medical Center,CA,Riverside,2014,100,3,7,46,18,0,5,4,0,4,8,5
Riverside County Regional Medical Center,CA,Riverside,2015,78,3,8,32,14,0,2,5,1,8,5,0
Riverside University Health System – Medical Center,CA,Riverside,2016,78,4,4,38,11,0,1,2,3,5,9,1
Riverside University Health System – Medical Center,CA,Riverside,2017,103,4,11,40,17,1,1,5,0,8,12,4
Ronald Reagan UCLA Medical Center,CA,Los Angeles,2013,732,40,142,180,34,12,37,79,42,120,24,22
Ronald Reagan UCLA Medical Center,CA,Los Angeles,2014,732,32,132,174,56,12,47,73,58,93,33,22
Ronald Reagan UCLA Medical Center,CA,Los Angeles,2015,662,23,110,188,37,6,37,70,46,106,22,17
Ronald Reagan UCLA Medical Center,CA,Los Angeles,2016,929,35,131,311,66,14,69,72,62,109,50,10
Ronald Reagan UCLA Medical Center,CA,Los Angeles,2017,945,28,121,332,71,20,39,86,62,125,43,18
Saddleback Memorial Medical Center,CA,Orange,2013,234,3,6,115,41,2,0,24,0,33,7,3
Saddleback Memorial Medical Center,CA,Orange,2014,243,2,5,127,41,1,0,27,0,36,1,3
Saddleback Memorial Medical Center,CA,Orange,2015,189,0,8,96,31,3,0,17,0,23,9,2
Saddleback Memorial Medical Center,CA,Orange,2016,275,2,8,156,24,1,0,29,1,39,14,1
Saddleback Memorial Medical Center,CA,Orange,2017,294,3,23,165,33,0,0,21,0,41,6,2
Saint Agnes Medical Center,CA,Fresno,2013,251,0,4,146,24,0,0,28,0,38,10,1
Saint Agnes Medical Center,CA,Fresno,2014,249,2,9,91,45,1,8,28,3,46,13,3
Saint Agnes Medical Center,CA,Fresno,2015,199,0,4,99,25,0,10,6,6,26,19,4
Saint Agnes Medical Center,CA,Fresno,2016,253,2,6,107,48,1,15,13,5,27,25,4
Saint Agnes Medical Center,CA,Fresno,2017,300,1,3,155,40,3,2,16,3,56,17,4
Saint Bernardine Medical Center,CA,San Bernardino,2013,185,2,9,77,13,0,0,13,0,62,8,1
Saint Bernardine Medical Center,CA,San Bernardino,2014,216,7,5,61,26,0,3,20,0,83,6,5
Saint Bernardine Medical Center,CA,San Bernardino,2015,177,3,3,44,27,0,1,9,0,78,10,2
Saint Bernardine Medical Center,CA,San Bernardino,2016,261,4,7,73,29,0,2,9,3,116,16,2
Saint Bernardine Medical Center,CA,San Bernardino,2017,275,7,11,83,26,0,3,7,1,125,9,3
Saint Elizabeth Community Hospital,CA,Tehama,2013,17,0,0,8,9,0,0,0,0,0,0,0
Saint Elizabeth Community Hospital,CA,Tehama,2014,29,0,0,12,14,0,0,0,0,0,3,0
Saint Elizabeth Community Hospital,CA,Tehama,2015,15,0,0,5,9,0,0,0,0,0,1,0
Saint Elizabeth Community Hospital,CA,Tehama,2016,24,0,0,9,12,0,1,0,0,0,1,1
Saint Elizabeth Community Hospital,CA,Tehama,2017,14,0,0,6,7,0,1,0,0,0,0,0
Saint Francis Medical Center,CA,Los Angeles,2013,66,0,6,35,17,0,1,5,0,0,2,0
Saint Francis Medical Center,CA,Los Angeles,2014,62,1,6,44,7,0,0,1,1,0,2,0
Saint Francis Medical Center,CA,Los Angeles,2015,55,0,2,35,14,0,0,3,0,0,1,0
Saint Francis Medical Center,CA,Los Angeles,2016,78,3,6,33,11,0,1,4,0,13,2,5
Saint Francis Medical Center,CA,Los Angeles,2017,87,2,4,47,21,0,0,3,1,5,4,0
Saint Francis Memorial Hospital,CA,San Francisco,2013,20,0,0,3,6,0,0,7,0,2,1,1
Saint Francis Memorial Hospital,CA,San Francisco,2014,22,0,0,4,7,0,0,8,0,0,0,3
Saint Francis Memorial Hospital,CA,San Francisco,2015,12,0,2,2,4,0,0,4,0,0,0,0
Saint Francis Memorial Hospital,CA,San Francisco,2016,15,0,1,4,2,0,1,0,0,4,1,2
Saint Francis Memorial Hospital,CA,San Francisco,2017,18,0,2,5,7,0,0,0,0,1,2,1
Saint Helena Hospital,CA,Napa,2013,41,0,0,16,8,3,0,13,1,0,0,0
Saint Helena Hospital,CA,Napa,2014,49,0,0,17,7,1,0,18,1,0,4,1
Saint Helena Hospital,CA,Napa,2015,37,0,0,8,7,1,0,18,0,0,2,1
Saint Helena Hospital,CA,Napa,2016,66,0,0,15,13,3,0,25,0,1,8,1
Saint Helena Hospital,CA,Napa,2017,56,0,0,12,12,3,3,16,0,0,9,1
Saint Helena Hospital – Clearlake,CA,Lake,2013,12,0,0,6,6,0,0,0,0,0,0,0
Saint Helena Hospital – Clearlake,CA,Lake,2014,7,0,0,7,0,0,0,0,0,0,0,0
Saint Helena Hospital – Clearlake,CA,Lake,2015,7,0,0,5,1,0,0,0,0,0,1,0
Saint Helena Hospital – Clearlake,CA,Lake,2016,1,0,0,0,1,0,0,0,0,0,0,0
Saint Helena Hospital – Clearlake,CA,Lake,2017,4,0,0,2,2,0,0,0,0,0,0,0
Saint John’s Health Center,CA,Los Angeles,2013,399,1,51,211,54,0,18,24,9,8,11,12
Saint John’s Health Center,CA,Los Angeles,2014,368,3,63,160,54,2,18,24,9,16,9,10
Saint John’s Pleasant Valley Hospital,CA,Ventura,2013,64,0,0,46,16,0,0,0,0,0,1,1
Saint John’s Pleasant Valley Hospital,CA,Ventura,2014,49,0,0,39,8,0,0,0,0,0,1,1
Saint John’s Pleasant Valley Hospital,CA,Ventura,2015,50,0,0,42,6,0,0,0,0,0,2,0
Saint John’s Pleasant Valley Hospital,CA,Ventura,2016,50,0,0,36,12,0,0,0,0,0,2,0
Saint John’s Pleasant Valley Hospital,CA,Ventura,2017,57,0,0,41,13,0,0,0,1,0,2,0
Saint John’s Regional Medical Center,CA,Ventura,2013,109,0,4,55,22,0,0,16,0,1,9,2
Saint John’s Regional Medical Center,CA,Ventura,2014,122,0,2,79,23,0,0,7,0,0,6,5
Saint John’s Regional Medical Center,CA,Ventura,2015,115,0,3,66,20,0,0,19,0,0,3,4
Saint John’s Regional Medical Center,CA,Ventura,2016,136,0,6,76,20,0,0,10,1,14,9,0
Saint John’s Regional Medical Center,CA,Ventura,2017,173,2,5,84,29,0,1,22,0,14,15,1
Saint Joseph Hospital – Eureka,CA,Humboldt,2013,113,4,2,63,19,0,0,12,3,4,4,2
Saint Joseph Hospital – Eureka,CA,Humboldt,2014,133,2,5,81,19,1,1,12,0,7,0,5
Saint Joseph Hospital – Eureka,CA,Humboldt,2015,108,0,4,71,9,2,1,8,0,5,6,2
Saint Joseph Hospital – Eureka,CA,Humboldt,2016,135,0,7,84,17,0,1,12,2,8,4,0
Saint Joseph Hospital – Eureka,CA,Humboldt,2017,139,3,0,73,24,0,3,10,4,11,9,2
Saint Joseph Hospital – Orange,CA,Orange,2013,548,2,18,311,63,0,12,51,9,50,21,11
Saint Joseph Hospital – Orange,CA,Orange,2014,492,1,34,241,61,2,14,42,9,55,25,8
Saint Joseph Hospital – Orange,CA,Orange,2015,382,2,17,211,45,1,8,30,8,39,15,6
Saint Joseph Hospital – Orange,CA,Orange,2016,539,1,28,282,65,3,9,50,15,59,18,9
Saint Joseph Hospital – Orange,CA,Orange,2017,511,0,26,273,46,1,8,52,17,53,26,9
Saint Joseph’s Medical Center of Stockton,CA,San Joaquin,2013,187,1,11,79,46,0,6,26,0,2,14,2
Saint Joseph’s Medical Center of Stockton,CA,San Joaquin,2014,200,0,9,90,44,1,7,33,3,0,8,5
Saint Joseph’s Medical Center of Stockton,CA,San Joaquin,2015,154,4,7,73,27,1,6,22,3,1,9,1
Saint Joseph’s Medical Center of Stockton,CA,San Joaquin,2016,207,6,10,79,38,1,5,33,6,6,17,6
Saint Joseph’s Medical Center of Stockton,CA,San Joaquin,2017,203,8,0,86,39,4,5,22,1,7,23,8
Saint Jude Medical Center,CA,Orange,2013,395,2,21,198,66,0,2,10,2,69,20,5
Saint Jude Medical Center,CA,Orange,2014,350,3,21,179,52,0,0,19,1,51,18,6
Saint Jude Medical Center,CA,Orange,2015,308,2,17,206,31,0,0,14,0,27,10,1
Saint Jude Medical Center,CA,Orange,2016,417,1,18,209,67,0,5,19,10,56,23,9
Saint Jude Medical Center,CA,Orange,2017,404,0,35,230,47,0,6,9,3,54,19,1
Saint Louise Regional Hospital,CA,Santa Clara,2013,34,0,1,21,8,0,1,0,0,0,2,1
Saint Louise Regional Hospital,CA,Santa Clara,2014,34,0,0,24,7,0,0,0,0,0,3,0
Saint Louise Regional Hospital,CA,Santa Clara,2015,30,0,0,22,6,0,0,0,0,0,2,0
Saint Louise Regional Hospital,CA,Santa Clara,2016,25,0,0,18,6,0,0,0,0,0,0,1
Saint Louise Regional Hospital,CA,Santa Clara,2017,45,0,0,27,8,0,0,0,0,2,7,1
Saint Mary Medical Center – Apple Valley,CA,San Bernardino,2013,154,1,0,59,36,0,0,10,0,42,6,0
Saint Mary Medical Center – Apple Valley,CA,San Bernardino,2014,109,0,0,54,26,0,2,6,0,14,6,1
Saint Mary Medical Center – Apple Valley,CA,San Bernardino,2015,88,2,0,43,18,0,0,9,0,11,5,0
Saint Mary Medical Center – Apple Valley,CA,San Bernardino,2016,102,1,0,51,21,0,1,4,0,16,8,0
Saint Mary Medical Center – Apple Valley,CA,San Bernardino,2017,108,2,0,49,25,0,1,4,0,16,9,2
Saint Mary Medical Center – Long Beach,CA,Los Angeles,2013,28,0,3,12,7,1,0,5,0,0,0,0
Saint Mary Medical Center – Long Beach,CA,Los Angeles,2014,37,0,1,10,14,0,0,8,0,0,3,1
Saint Mary Medical Center – Long Beach,CA,Los Angeles,2015,28,0,1,12,5,0,0,9,0,0,0,1
Saint Mary Medical Center – Long Beach,CA,Los Angeles,2016,45,0,5,24,7,0,0,5,0,1,0,3
Saint Mary Medical Center – Long Beach,CA,Los Angeles,2017,44,2,4,19,7,0,0,1,2,3,4,2
"Saint Mary’s Medical Center, San Francisco",CA,San Francisco,2013,57,0,0,41,7,0,0,5,0,0,3,1
"Saint Mary’s Medical Center, San Francisco",CA,San Francisco,2014,71,1,0,52,9,0,0,7,1,0,0,1
"Saint Mary’s Medical Center, San Francisco",CA,San Francisco,2015,69,0,0,54,7,0,0,8,0,0,0,0
"Saint Mary’s Medical Center, San Francisco",CA,San Francisco,2016,97,0,0,69,10,0,0,9,0,1,5,3
"Saint Mary’s Medical Center, San Francisco",CA,San Francisco,2017,97,1,0,78,6,0,1,4,0,1,4,2
Saint Rose Hospital,CA,Alameda,2013,30,1,0,17,7,0,1,0,0,1,3,0
Saint Rose Hospital,CA,Alameda,2014,39,0,0,20,14,0,2,0,0,0,2,1
Saint Rose Hospital,CA,Alameda,2015,18,0,0,11,6,0,0,0,0,0,0,1
Saint Rose Hospital,CA,Alameda,2016,32,0,0,15,12,0,1,0,0,0,1,3
Saint Rose Hospital,CA,Alameda,2017,31,0,0,13,7,0,1,0,0,1,6,3
Saint Vincent Medical Center,CA,Los Angeles,2013,129,1,7,33,25,0,10,12,7,4,12,18
Saint Vincent Medical Center,CA,Los Angeles,2014,125,0,12,17,39,0,2,8,8,2,11,26
Saint Vincent Medical Center,CA,Los Angeles,2015,76,0,1,19,23,0,6,6,3,6,4,8
Saint Vincent Medical Center,CA,Los Angeles,2016,141,0,5,69,18,0,4,11,5,5,17,7
Saint Vincent Medical Center,CA,Los Angeles,2017,188,3,7,98,25,2,10,10,3,12,10,8
Salinas Valley Memorial Hospital,CA,Monterey,2013,128,0,8,78,15,0,0,12,0,8,5,2
Salinas Valley Memorial Hospital,CA,Monterey,2014,135,0,13,84,23,0,0,3,1,3,5,3
Salinas Valley Memorial Hospital,CA,Monterey,2015,106,0,6,62,17,2,0,7,1,0,8,3
Salinas Valley Memorial Hospital,CA,Monterey,2016,134,0,6,60,33,0,2,8,6,1,10,8
Salinas Valley Memorial Hospital,CA,Monterey,2017,133,0,9,58,32,0,3,7,3,0,10,11
San Antonio Community Hospital,CA,San Bernardino,2013,256,0,8,121,47,0,1,17,0,37,17,8
San Antonio Community Hospital,CA,San Bernardino,2014,218,0,11,128,34,0,0,13,1,20,8,3
San Antonio Community Hospital,CA,San Bernardino,2015,189,0,9,114,38,0,0,11,0,11,5,1
San Antonio Regional Hospital,CA,San Bernardino,2016,282,0,14,148,46,0,2,27,3,18,14,10
San Antonio Regional Hospital,CA,San Bernardino,2017,254,0,14,122,55,0,2,17,0,21,17,6
San Dimas Community Hospital,CA,Los Angeles,2013,15,0,0,3,11,0,0,0,0,0,1,0
San Dimas Community Hospital,CA,Los Angeles,2014,11,0,0,0,8,0,0,1,0,0,2,0
San Dimas Community Hospital,CA,Los Angeles,2015,13,0,0,3,10,0,0,0,0,0,0,0
San Dimas Community Hospital,CA,Los Angeles,2016,32,0,0,16,12,0,0,0,0,0,4,0
San Dimas Community Hospital,CA,Los Angeles,2017,44,0,0,30,10,0,0,0,0,1,2,1
San Francisco General Hospital,CA,San Francisco,2013,191,3,9,95,35,0,1,18,2,9,10,9
San Francisco General Hospital,CA,San Francisco,2014,116,1,5,53,25,1,0,10,3,6,9,3
San Francisco General Hospital,CA,San Francisco,2015,80,0,6,44,20,0,0,5,2,0,2,1
San Gabriel Valley Medical Center,CA,Los Angeles,2013,106,0,8,62,20,0,0,1,0,0,9,6
San Gabriel Valley Medical Center,CA,Los Angeles,2014,71,0,2,46,17,0,0,1,0,0,3,2
San Gabriel Valley Medical Center,CA,Los Angeles,2015,52,0,4,35,9,0,0,0,0,0,4,0
San Gabriel Valley Medical Center,CA,Los Angeles,2016,83,0,2,54,12,0,1,2,0,0,9,3
San Gorgonio Memorial Hospital,CA,Riverside,2013,19,0,0,11,8,0,0,0,0,0,0,0
San Gorgonio Memorial Hospital,CA,Riverside,2014,17,0,0,11,5,0,0,0,0,0,1,0
San Gorgonio Memorial Hospital,CA,Riverside,2015,15,0,0,13,2,0,0,0,0,0,0,0
San Gorgonio Memorial Hospital,CA,Riverside,2016,24,0,0,16,6,0,0,0,0,0,2,0
San Gorgonio Memorial Hospital,CA,Riverside,2017,16,0,0,10,5,0,0,0,0,0,1,0
San Joaquin Community Hospital,CA,Kern,2013,184,1,13,93,48,0,0,6,2,13,6,2
San Joaquin Community Hospital,CA,Kern,2014,196,2,15,66,63,0,0,6,0,23,16,5
San Joaquin Community Hospital,CA,Kern,2015,147,0,7,78,31,0,1,5,0,16,5,4
San Joaquin Community Hospital,CA,Kern,2016,252,0,6,170,45,0,2,11,1,7,10,0
San Joaquin Community Hospital,CA,Kern,2017,262,0,12,160,42,0,1,7,1,25,11,3
San Joaquin General Hospital,CA,San Joaquin,2013,63,2,0,29,21,0,1,2,2,2,3,1
San Joaquin General Hospital,CA,San Joaquin,2014,54,0,0,26,15,0,0,2,0,0,6,5
San Joaquin General Hospital,CA,San Joaquin,2015,30,2,1,13,7,0,2,1,1,0,3,0
San Joaquin General Hospital,CA,San Joaquin,2016,49,2,3,26,11,0,0,1,1,1,2,2
San Joaquin General Hospital,CA,San Joaquin,2017,49,0,2,22,13,0,1,0,2,2,7,0
San Leandro Hospital,CA,Alameda,2013,29,0,0,20,8,0,0,0,0,0,1,0
San Leandro Hospital,CA,Alameda,2014,24,0,0,21,3,0,0,0,0,0,0,0
San Leandro Hospital,CA,Alameda,2015,28,0,0,24,4,0,0,0,0,0,0,0
San Leandro Hospital,CA,Alameda,2016,25,0,0,12,8,0,1,0,0,0,2,2
San Leandro Hospital,CA,Alameda,2017,20,0,0,12,4,0,1,0,0,0,3,0
San Mateo Medical Center,CA,San Mateo,2013,57,0,2,40,7,1,0,2,3,0,0,2
San Mateo Medical Center,CA,San Mateo,2014,85,0,0,70,9,1,0,1,0,0,2,2
San Mateo Medical Center,CA,San Mateo,2015,38,0,0,33,5,0,0,0,0,0,0,0
San Mateo Medical Center,CA,San Mateo,2016,75,0,1,55,14,0,0,0,1,0,3,1
San Mateo Medical Center,CA,San Mateo,2017,69,0,1,51,9,0,1,1,1,0,2,3
San Ramon Regional Medical Center,CA,Contra Costa,2013,147,0,0,104,19,0,1,3,0,16,4,0
San Ramon Regional Medical Center,CA,Contra Costa,2014,130,2,0,75,17,0,0,11,0,23,2,0
San Ramon Regional Medical Center,CA,Contra Costa,2015,81,0,0,52,14,0,0,2,0,10,3,0
San Ramon Regional Medical Center,CA,Contra Costa,2016,101,0,0,65,18,0,0,5,0,5,6,2
San Ramon Regional Medical Center,CA,Contra Costa,2017,131,0,0,95,24,0,0,3,0,5,4,0
Santa Barbara Cottage Hospital,CA,Santa Barbara,2013,290,2,13,148,38,1,4,42,7,7,25,3
Santa Barbara Cottage Hospital,CA,Santa Barbara,2014,311,2,17,180,48,1,7,34,7,4,9,2
Santa Barbara Cottage Hospital,CA,Santa Barbara,2015,235,1,25,102,42,4,4,25,2,17,11,2
Santa Barbara Cottage Hospital,CA,Santa Barbara,2016,251,3,29,87,53,1,4,27,6,24,13,4
Santa Barbara Cottage Hospital,CA,Santa Barbara,2017,228,2,33,62,39,0,4,26,5,37,17,3
Santa Clara Valley Medical Center,CA,Santa Clara,2013,225,1,13,135,37,0,1,14,2,13,7,2
Santa Clara Valley Medical Center,CA,Santa Clara,2014,227,3,21,132,30,0,3,12,0,9,13,4
Santa Clara Valley Medical Center,CA,Santa Clara,2015,167,1,12,94,28,0,3,11,1,7,5,5
Santa Clara Valley Medical Center,CA,Santa Clara,2016,304,13,14,167,31,4,10,17,2,27,12,7
Santa Clara Valley Medical Center,CA,Santa Clara,2017,267,9,17,126,46,2,5,10,4,23,18,7
Santa Monica – UCLA Medical Center and Orthopedic Hospital,CA,Los Angeles,2013,219,8,1,119,20,0,0,1,1,54,7,8
Santa Monica – UCLA Medical Center and Orthopedic Hospital,CA,Los Angeles,2014,270,5,5,146,31,0,1,0,0,66,4,12
Santa Monica – UCLA Medical Center and Orthopedic Hospital,CA,Los Angeles,2015,180,5,0,110,19,0,0,0,1,38,2,5
Santa Monica – UCLA Medical Center and Orthopedic Hospital,CA,Los Angeles,2016,353,11,8,248,25,2,0,11,1,34,9,4
Santa Monica – UCLA Medical Center and Orthopedic Hospital,CA,Los Angeles,2017,466,19,11,338,22,0,0,7,0,52,13,4
Santa Rosa Memorial Hospital – Montgomery,CA,Sonoma,2013,212,0,8,142,31,2,1,21,0,3,1,3
Santa Rosa Memorial Hospital – Montgomery,CA,Sonoma,2014,157,0,5,105,24,0,0,18,1,1,3,0
Santa Rosa Memorial Hospital – Montgomery,CA,Sonoma,2015,123,0,4,93,16,0,1,6,0,0,2,1
Santa Rosa Memorial Hospital – Montgomery,CA,Sonoma,2016,150,0,16,109,13,0,2,3,1,0,6,0
Santa Rosa Memorial Hospital – Montgomery,CA,Sonoma,2017,192,0,18,144,11,0,0,3,0,14,2,0
Scripps Green Hospital,CA,San Diego,2013,469,0,11,302,51,2,12,25,5,40,14,7
Scripps Green Hospital,CA,San Diego,2014,468,0,8,319,57,1,10,26,3,31,11,2
Scripps Green Hospital,CA,San Diego,2015,327,2,13,209,45,1,7,15,6,15,11,3
Scripps Green Hospital,CA,San Diego,2016,472,7,16,286,58,2,20,7,8,42,22,4
Scripps Green Hospital,CA,San Diego,2017,333,5,14,151,47,4,21,0,14,48,25,4
Scripps Memorial Hospital – Encinitas,CA,San Diego,2013,150,1,8,103,30,0,1,0,0,3,3,1
Scripps Memorial Hospital – Encinitas,CA,San Diego,2014,161,0,8,114,32,0,1,0,1,1,3,1
